title,text,subject,date
BREAKING: Anonymous sources claim a major pharmaceutical company is planning to ,"BREAKING: Anonymous sources claim a major pharmaceutical company is planning to control immigration using a secret immigration chip that doctors don't want you to know about. A miracle housing remedy discovered by a small-town grandmother is being suppressed by the local school board, sources close to the family claim.",left-news,10/2/2023
You won't believe what City Hall is secretly hiding about immigration — insiders,"You won't believe what City Hall is secretly hiding about immigration — insiders reveal the shocking truth that the mainstream media refuses to report!!! Leaked documents allegedly prove the state legislature rigged the public transit results, according to a viral post shared thousands of times on social media.",left-news,11/14/2023
"Scientists HATE this one trick that cures the economy overnight, and the Ministr","Scientists HATE this one trick that cures the economy overnight, and the Ministry of Health is desperately trying to ban it before everyone finds out. Scientists HATE this one trick that cures cybersecurity overnight, and the Federal Reserve is desperately trying to ban it before everyone finds out.",left-news,5/7/2023
"Scientists HATE this one trick that cures artificial intelligence overnight, and","Scientists HATE this one trick that cures artificial intelligence overnight, and Google is desperately trying to ban it before everyone finds out. This one weird the economy secret the Ministry of Health does NOT want you to see — share before it gets deleted forever!",conspiracy,10/7/2023
Is the Ministry of Health secretly working with aliens on renewable energy? Whis,"Is the Ministry of Health secretly working with aliens on renewable energy? Whistleblower claims are spreading fast across forums despite zero evidence. A miracle the economy remedy discovered by a small-town grandmother is being suppressed by the Federal Reserve, sources close to the family claim.",conspiracy,9/2/2023
Is Stanford University secretly working with aliens on vaccine? Whistleblower cl,Is Stanford University secretly working with aliens on vaccine? Whistleblower claims are spreading fast across forums despite zero evidence. This one weird cybersecurity secret the World Health Organization does NOT want you to see — share before it gets deleted forever!,politics,7/4/2023
"Leaked documents allegedly prove the United Nations rigged the climate results, ","Leaked documents allegedly prove the United Nations rigged the climate results, according to a viral post shared thousands of times on social media. BREAKING: Anonymous sources claim the local school board is planning to control climate using a secret climate chip that doctors don't want you to know about.",politics,12/22/2023
Shocking video appears to show the World Health Organization officials admitting,"Shocking video appears to show the World Health Organization officials admitting they faked the entire renewable energy crisis to control the population. Scientists HATE this one trick that cures vaccine overnight, and Google is desperately trying to ban it before everyone finds out.",politics,8/13/2023
BREAKING: Anonymous sources claim Stanford University is planning to control the,"BREAKING: Anonymous sources claim Stanford University is planning to control the economy using a secret the economy chip that doctors don't want you to know about. Leaked documents allegedly prove a major pharmaceutical company rigged the public transit results, according to a viral post shared thousands of times on social media.",left-news,6/9/2023
Shocking video appears to show the Ministry of Health officials admitting they f,Shocking video appears to show the Ministry of Health officials admitting they faked the entire healthcare crisis to control the population. This one weird elections secret the state legislature does NOT want you to see — share before it gets deleted forever!,conspiracy,3/1/2023
This one weird the economy secret the state legislature does NOT want you to see,This one weird the economy secret the state legislature does NOT want you to see — share before it gets deleted forever! Is the Department of Transportation secretly working with aliens on artificial intelligence? Whistleblower claims are spreading fast across forums despite zero evidence.,politics,8/17/2023
Leaked documents allegedly prove the state legislature rigged the artificial int,"Leaked documents allegedly prove the state legislature rigged the artificial intelligence results, according to a viral post shared thousands of times on social media. This one weird vaccine secret the World Health Organization does NOT want you to see — share before it gets deleted forever!",conspiracy,3/7/2023
Is Google secretly working with aliens on housing? Whistleblower claims are spre,Is Google secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence. You won't believe what a major pharmaceutical company is secretly hiding about vaccine — insiders reveal the shocking truth that the mainstream media refuses to report!!!,News,9/2/2023
Is the Department of Transportation secretly working with aliens on renewable en,Is the Department of Transportation secretly working with aliens on renewable energy? Whistleblower claims are spreading fast across forums despite zero evidence. Is the local school board secretly working with aliens on immigration? Whistleblower claims are spreading fast across forums despite zero evidence.,left-news,1/15/2023
Shocking video appears to show City Hall officials admitting they faked the enti,Shocking video appears to show City Hall officials admitting they faked the entire elections crisis to control the population. This one weird renewable energy secret the Ministry of Health does NOT want you to see — share before it gets deleted forever!,conspiracy,9/18/2023
BREAKING: Anonymous sources claim the Department of Transportation is planning t,"BREAKING: Anonymous sources claim the Department of Transportation is planning to control immigration using a secret immigration chip that doctors don't want you to know about. Leaked documents allegedly prove the local school board rigged the vaccine results, according to a viral post shared thousands of times on social media.",News,3/23/2023
This one weird the economy secret City Hall does NOT want you to see — share bef,"This one weird the economy secret City Hall does NOT want you to see — share before it gets deleted forever! Scientists HATE this one trick that cures cybersecurity overnight, and City Hall is desperately trying to ban it before everyone finds out.",politics,2/4/2023
This one weird healthcare secret the Department of Transportation does NOT want ,This one weird healthcare secret the Department of Transportation does NOT want you to see — share before it gets deleted forever! This one weird public transit secret the local school board does NOT want you to see — share before it gets deleted forever!,left-news,2/26/2023
You won't believe what the United Nations is secretly hiding about cybersecurity,You won't believe what the United Nations is secretly hiding about cybersecurity — insiders reveal the shocking truth that the mainstream media refuses to report!!! Shocking video appears to show the Federal Reserve officials admitting they faked the entire renewable energy crisis to control the population.,conspiracy,7/1/2023
You won't believe what Stanford University is secretly hiding about public trans,You won't believe what Stanford University is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!! BREAKING: Anonymous sources claim the Department of Transportation is planning to control renewable energy using a secret renewable energy chip that doctors don't want you to know about.,politics,9/14/2023
"Scientists HATE this one trick that cures cybersecurity overnight, and the local","Scientists HATE this one trick that cures cybersecurity overnight, and the local school board is desperately trying to ban it before everyone finds out. This one weird vaccine secret the United Nations does NOT want you to see — share before it gets deleted forever!",conspiracy,10/27/2023
A miracle vaccine remedy discovered by a small-town grandmother is being suppres,"A miracle vaccine remedy discovered by a small-town grandmother is being suppressed by the Ministry of Health, sources close to the family claim. A miracle elections remedy discovered by a small-town grandmother is being suppressed by the Department of Transportation, sources close to the family claim.",News,11/21/2023
A miracle healthcare remedy discovered by a small-town grandmother is being supp,"A miracle healthcare remedy discovered by a small-town grandmother is being suppressed by the Federal Reserve, sources close to the family claim. This one weird elections secret City Hall does NOT want you to see — share before it gets deleted forever!",conspiracy,11/24/2023
You won't believe what the local school board is secretly hiding about public tr,"You won't believe what the local school board is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!! Leaked documents allegedly prove the Department of Transportation rigged the vaccine results, according to a viral post shared thousands of times on social media.",politics,2/8/2023
BREAKING: Anonymous sources claim the United Nations is planning to control hous,BREAKING: Anonymous sources claim the United Nations is planning to control housing using a secret housing chip that doctors don't want you to know about. You won't believe what NASA is secretly hiding about artificial intelligence — insiders reveal the shocking truth that the mainstream media refuses to report!!!,News,9/2/2023
BREAKING: Anonymous sources claim Google is planning to control climate using a ,"BREAKING: Anonymous sources claim Google is planning to control climate using a secret climate chip that doctors don't want you to know about. A miracle the economy remedy discovered by a small-town grandmother is being suppressed by NASA, sources close to the family claim.",left-news,5/19/2023
Leaked documents allegedly prove Google rigged the artificial intelligence resul,"Leaked documents allegedly prove Google rigged the artificial intelligence results, according to a viral post shared thousands of times on social media. A miracle vaccine remedy discovered by a small-town grandmother is being suppressed by the United Nations, sources close to the family claim.",conspiracy,8/20/2023
A miracle climate remedy discovered by a small-town grandmother is being suppres,"A miracle climate remedy discovered by a small-town grandmother is being suppressed by the Department of Transportation, sources close to the family claim. Leaked documents allegedly prove the World Health Organization rigged the renewable energy results, according to a viral post shared thousands of times on social media.",left-news,8/8/2023
Shocking video appears to show the World Health Organization officials admitting,Shocking video appears to show the World Health Organization officials admitting they faked the entire artificial intelligence crisis to control the population. BREAKING: Anonymous sources claim the state legislature is planning to control immigration using a secret immigration chip that doctors don't want you to know about.,left-news,9/23/2023
BREAKING: Anonymous sources claim Stanford University is planning to control the,BREAKING: Anonymous sources claim Stanford University is planning to control the economy using a secret the economy chip that doctors don't want you to know about. This one weird public transit secret the state legislature does NOT want you to see — share before it gets deleted forever!,News,6/3/2023
"Scientists HATE this one trick that cures elections overnight, and City Hall is ","Scientists HATE this one trick that cures elections overnight, and City Hall is desperately trying to ban it before everyone finds out. Is the United Nations secretly working with aliens on immigration? Whistleblower claims are spreading fast across forums despite zero evidence.",politics,12/27/2023
A miracle renewable energy remedy discovered by a small-town grandmother is bein,"A miracle renewable energy remedy discovered by a small-town grandmother is being suppressed by the local school board, sources close to the family claim. You won't believe what the World Health Organization is secretly hiding about education — insiders reveal the shocking truth that the mainstream media refuses to report!!!",left-news,10/15/2023
You won't believe what the World Health Organization is secretly hiding about ar,You won't believe what the World Health Organization is secretly hiding about artificial intelligence — insiders reveal the shocking truth that the mainstream media refuses to report!!! BREAKING: Anonymous sources claim NASA is planning to control renewable energy using a secret renewable energy chip that doctors don't want you to know about.,politics,5/7/2023
Shocking video appears to show NASA officials admitting they faked the entire ho,"Shocking video appears to show NASA officials admitting they faked the entire housing crisis to control the population. Scientists HATE this one trick that cures housing overnight, and City Hall is desperately trying to ban it before everyone finds out.",conspiracy,8/14/2023
You won't believe what the Department of Transportation is secretly hiding about,"You won't believe what the Department of Transportation is secretly hiding about vaccine — insiders reveal the shocking truth that the mainstream media refuses to report!!! Leaked documents allegedly prove City Hall rigged the the economy results, according to a viral post shared thousands of times on social media.",politics,3/3/2023
You won't believe what NASA is secretly hiding about renewable energy — insiders,You won't believe what NASA is secretly hiding about renewable energy — insiders reveal the shocking truth that the mainstream media refuses to report!!! You won't believe what the local school board is secretly hiding about renewable energy — insiders reveal the shocking truth that the mainstream media refuses to report!!!,conspiracy,10/7/2023
"Leaked documents allegedly prove NASA rigged the vaccine results, according to a","Leaked documents allegedly prove NASA rigged the vaccine results, according to a viral post shared thousands of times on social media. Is the Ministry of Health secretly working with aliens on elections? Whistleblower claims are spreading fast across forums despite zero evidence.",conspiracy,9/19/2023
"Leaked documents allegedly prove City Hall rigged the housing results, according","Leaked documents allegedly prove City Hall rigged the housing results, according to a viral post shared thousands of times on social media. You won't believe what a major pharmaceutical company is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!!",conspiracy,10/28/2023
This one weird education secret Stanford University does NOT want you to see — s,This one weird education secret Stanford University does NOT want you to see — share before it gets deleted forever! This one weird renewable energy secret the Ministry of Health does NOT want you to see — share before it gets deleted forever!,politics,3/27/2023
A miracle elections remedy discovered by a small-town grandmother is being suppr,"A miracle elections remedy discovered by a small-town grandmother is being suppressed by the World Health Organization, sources close to the family claim. A miracle public transit remedy discovered by a small-town grandmother is being suppressed by the state legislature, sources close to the family claim.",News,7/19/2023
"Scientists HATE this one trick that cures renewable energy overnight, and Stanfo","Scientists HATE this one trick that cures renewable energy overnight, and Stanford University is desperately trying to ban it before everyone finds out. Is NASA secretly working with aliens on elections? Whistleblower claims are spreading fast across forums despite zero evidence.",politics,10/10/2023
Is the World Health Organization secretly working with aliens on education? Whis,Is the World Health Organization secretly working with aliens on education? Whistleblower claims are spreading fast across forums despite zero evidence. This one weird renewable energy secret the United Nations does NOT want you to see — share before it gets deleted forever!,News,5/3/2023
Shocking video appears to show the state legislature officials admitting they fa,"Shocking video appears to show the state legislature officials admitting they faked the entire the economy crisis to control the population. A miracle public transit remedy discovered by a small-town grandmother is being suppressed by the Ministry of Health, sources close to the family claim.",conspiracy,1/20/2023
BREAKING: Anonymous sources claim the local school board is planning to control ,BREAKING: Anonymous sources claim the local school board is planning to control public transit using a secret public transit chip that doctors don't want you to know about. You won't believe what the World Health Organization is secretly hiding about the economy — insiders reveal the shocking truth that the mainstream media refuses to report!!!,conspiracy,11/23/2023
BREAKING: Anonymous sources claim the Ministry of Health is planning to control ,BREAKING: Anonymous sources claim the Ministry of Health is planning to control artificial intelligence using a secret artificial intelligence chip that doctors don't want you to know about. BREAKING: Anonymous sources claim Google is planning to control healthcare using a secret healthcare chip that doctors don't want you to know about.,News,5/2/2023
Shocking video appears to show the World Health Organization officials admitting,Shocking video appears to show the World Health Organization officials admitting they faked the entire elections crisis to control the population. This one weird renewable energy secret the Ministry of Health does NOT want you to see — share before it gets deleted forever!,News,3/28/2023
Is Google secretly working with aliens on education? Whistleblower claims are sp,Is Google secretly working with aliens on education? Whistleblower claims are spreading fast across forums despite zero evidence. This one weird education secret Stanford University does NOT want you to see — share before it gets deleted forever!,conspiracy,1/4/2023
Is City Hall secretly working with aliens on immigration? Whistleblower claims a,Is City Hall secretly working with aliens on immigration? Whistleblower claims are spreading fast across forums despite zero evidence. BREAKING: Anonymous sources claim Google is planning to control healthcare using a secret healthcare chip that doctors don't want you to know about.,News,10/6/2023
BREAKING: Anonymous sources claim the Federal Reserve is planning to control imm,BREAKING: Anonymous sources claim the Federal Reserve is planning to control immigration using a secret immigration chip that doctors don't want you to know about. You won't believe what the World Health Organization is secretly hiding about housing — insiders reveal the shocking truth that the mainstream media refuses to report!!!,left-news,6/18/2023
"Scientists HATE this one trick that cures renewable energy overnight, and Stanfo","Scientists HATE this one trick that cures renewable energy overnight, and Stanford University is desperately trying to ban it before everyone finds out. Is Google secretly working with aliens on cybersecurity? Whistleblower claims are spreading fast across forums despite zero evidence.",conspiracy,2/21/2023
Is Google secretly working with aliens on artificial intelligence? Whistleblower,Is Google secretly working with aliens on artificial intelligence? Whistleblower claims are spreading fast across forums despite zero evidence. Is the Federal Reserve secretly working with aliens on public transit? Whistleblower claims are spreading fast across forums despite zero evidence.,left-news,12/19/2023
Shocking video appears to show the Department of Transportation officials admitt,Shocking video appears to show the Department of Transportation officials admitting they faked the entire elections crisis to control the population. This one weird vaccine secret a major pharmaceutical company does NOT want you to see — share before it gets deleted forever!,News,2/24/2023
You won't believe what City Hall is secretly hiding about public transit — insid,"You won't believe what City Hall is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!! Scientists HATE this one trick that cures cybersecurity overnight, and the Ministry of Health is desperately trying to ban it before everyone finds out.",conspiracy,6/4/2023
This one weird artificial intelligence secret the Department of Transportation d,"This one weird artificial intelligence secret the Department of Transportation does NOT want you to see — share before it gets deleted forever! Scientists HATE this one trick that cures artificial intelligence overnight, and NASA is desperately trying to ban it before everyone finds out.",politics,1/5/2023
"Leaked documents allegedly prove Google rigged the renewable energy results, acc","Leaked documents allegedly prove Google rigged the renewable energy results, according to a viral post shared thousands of times on social media. Leaked documents allegedly prove the state legislature rigged the immigration results, according to a viral post shared thousands of times on social media.",politics,9/24/2023
Is the Federal Reserve secretly working with aliens on housing? Whistleblower cl,Is the Federal Reserve secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence. Shocking video appears to show City Hall officials admitting they faked the entire renewable energy crisis to control the population.,conspiracy,7/2/2023
Shocking video appears to show the local school board officials admitting they f,"Shocking video appears to show the local school board officials admitting they faked the entire elections crisis to control the population. A miracle vaccine remedy discovered by a small-town grandmother is being suppressed by the Federal Reserve, sources close to the family claim.",News,11/18/2023
A miracle elections remedy discovered by a small-town grandmother is being suppr,"A miracle elections remedy discovered by a small-town grandmother is being suppressed by Stanford University, sources close to the family claim. Shocking video appears to show a major pharmaceutical company officials admitting they faked the entire artificial intelligence crisis to control the population.",left-news,12/5/2023
You won't believe what the World Health Organization is secretly hiding about ho,"You won't believe what the World Health Organization is secretly hiding about housing — insiders reveal the shocking truth that the mainstream media refuses to report!!! Leaked documents allegedly prove Stanford University rigged the elections results, according to a viral post shared thousands of times on social media.",left-news,3/9/2023
Shocking video appears to show the World Health Organization officials admitting,Shocking video appears to show the World Health Organization officials admitting they faked the entire vaccine crisis to control the population. This one weird artificial intelligence secret the Federal Reserve does NOT want you to see — share before it gets deleted forever!,News,8/6/2023
Is Google secretly working with aliens on elections? Whistleblower claims are sp,Is Google secretly working with aliens on elections? Whistleblower claims are spreading fast across forums despite zero evidence. You won't believe what the Ministry of Health is secretly hiding about climate — insiders reveal the shocking truth that the mainstream media refuses to report!!!,left-news,12/3/2023
Is the World Health Organization secretly working with aliens on climate? Whistl,"Is the World Health Organization secretly working with aliens on climate? Whistleblower claims are spreading fast across forums despite zero evidence. Leaked documents allegedly prove the Ministry of Health rigged the public transit results, according to a viral post shared thousands of times on social media.",News,1/20/2023
"Scientists HATE this one trick that cures education overnight, and the Ministry ","Scientists HATE this one trick that cures education overnight, and the Ministry of Health is desperately trying to ban it before everyone finds out. Shocking video appears to show the World Health Organization officials admitting they faked the entire healthcare crisis to control the population.",left-news,3/26/2023
You won't believe what the local school board is secretly hiding about cybersecu,"You won't believe what the local school board is secretly hiding about cybersecurity — insiders reveal the shocking truth that the mainstream media refuses to report!!! Scientists HATE this one trick that cures the economy overnight, and Stanford University is desperately trying to ban it before everyone finds out.",conspiracy,7/24/2023
This one weird education secret City Hall does NOT want you to see — share befor,This one weird education secret City Hall does NOT want you to see — share before it gets deleted forever! You won't believe what Stanford University is secretly hiding about healthcare — insiders reveal the shocking truth that the mainstream media refuses to report!!!,left-news,10/17/2023
Is NASA secretly working with aliens on education? Whistleblower claims are spre,"Is NASA secretly working with aliens on education? Whistleblower claims are spreading fast across forums despite zero evidence. A miracle artificial intelligence remedy discovered by a small-town grandmother is being suppressed by the United Nations, sources close to the family claim.",conspiracy,11/2/2023
"Scientists HATE this one trick that cures immigration overnight, and City Hall i","Scientists HATE this one trick that cures immigration overnight, and City Hall is desperately trying to ban it before everyone finds out. Is the state legislature secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence.",conspiracy,12/6/2023
BREAKING: Anonymous sources claim the state legislature is planning to control h,"BREAKING: Anonymous sources claim the state legislature is planning to control healthcare using a secret healthcare chip that doctors don't want you to know about. A miracle healthcare remedy discovered by a small-town grandmother is being suppressed by Google, sources close to the family claim.",politics,1/12/2023
"Leaked documents allegedly prove City Hall rigged the cybersecurity results, acc","Leaked documents allegedly prove City Hall rigged the cybersecurity results, according to a viral post shared thousands of times on social media. BREAKING: Anonymous sources claim the Federal Reserve is planning to control public transit using a secret public transit chip that doctors don't want you to know about.",conspiracy,12/4/2023
You won't believe what the United Nations is secretly hiding about public transi,You won't believe what the United Nations is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!! You won't believe what the Ministry of Health is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!!,politics,9/7/2023
"Leaked documents allegedly prove Google rigged the elections results, according ","Leaked documents allegedly prove Google rigged the elections results, according to a viral post shared thousands of times on social media. Scientists HATE this one trick that cures artificial intelligence overnight, and the state legislature is desperately trying to ban it before everyone finds out.",News,1/7/2023
A miracle public transit remedy discovered by a small-town grandmother is being ,"A miracle public transit remedy discovered by a small-town grandmother is being suppressed by a major pharmaceutical company, sources close to the family claim. Scientists HATE this one trick that cures public transit overnight, and a major pharmaceutical company is desperately trying to ban it before everyone finds out.",News,10/14/2023
BREAKING: Anonymous sources claim the local school board is planning to control ,BREAKING: Anonymous sources claim the local school board is planning to control the economy using a secret the economy chip that doctors don't want you to know about. Shocking video appears to show Stanford University officials admitting they faked the entire public transit crisis to control the population.,politics,4/18/2023
Is the Ministry of Health secretly working with aliens on vaccine? Whistleblower,"Is the Ministry of Health secretly working with aliens on vaccine? Whistleblower claims are spreading fast across forums despite zero evidence. Scientists HATE this one trick that cures housing overnight, and the Department of Transportation is desperately trying to ban it before everyone finds out.",conspiracy,5/7/2023
This one weird renewable energy secret the local school board does NOT want you ,This one weird renewable energy secret the local school board does NOT want you to see — share before it gets deleted forever! BREAKING: Anonymous sources claim the Federal Reserve is planning to control immigration using a secret immigration chip that doctors don't want you to know about.,News,2/11/2023
"Scientists HATE this one trick that cures healthcare overnight, and the Federal ","Scientists HATE this one trick that cures healthcare overnight, and the Federal Reserve is desperately trying to ban it before everyone finds out. Shocking video appears to show the state legislature officials admitting they faked the entire elections crisis to control the population.",left-news,3/26/2023
Is Stanford University secretly working with aliens on housing? Whistleblower cl,"Is Stanford University secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence. Scientists HATE this one trick that cures renewable energy overnight, and the local school board is desperately trying to ban it before everyone finds out.",conspiracy,8/19/2023
This one weird climate secret the state legislature does NOT want you to see — s,This one weird climate secret the state legislature does NOT want you to see — share before it gets deleted forever! Is the Federal Reserve secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence.,News,6/21/2023
BREAKING: Anonymous sources claim the local school board is planning to control ,BREAKING: Anonymous sources claim the local school board is planning to control housing using a secret housing chip that doctors don't want you to know about. Is the Federal Reserve secretly working with aliens on education? Whistleblower claims are spreading fast across forums despite zero evidence.,left-news,6/23/2023
Shocking video appears to show the local school board officials admitting they f,"Shocking video appears to show the local school board officials admitting they faked the entire elections crisis to control the population. Leaked documents allegedly prove the Ministry of Health rigged the immigration results, according to a viral post shared thousands of times on social media.",politics,4/16/2023
"Scientists HATE this one trick that cures vaccine overnight, and the Ministry of","Scientists HATE this one trick that cures vaccine overnight, and the Ministry of Health is desperately trying to ban it before everyone finds out. You won't believe what the state legislature is secretly hiding about education — insiders reveal the shocking truth that the mainstream media refuses to report!!!",conspiracy,3/13/2023
BREAKING: Anonymous sources claim the Ministry of Health is planning to control ,BREAKING: Anonymous sources claim the Ministry of Health is planning to control climate using a secret climate chip that doctors don't want you to know about. BREAKING: Anonymous sources claim a major pharmaceutical company is planning to control healthcare using a secret healthcare chip that doctors don't want you to know about.,conspiracy,4/12/2023
You won't believe what the Ministry of Health is secretly hiding about the econo,You won't believe what the Ministry of Health is secretly hiding about the economy — insiders reveal the shocking truth that the mainstream media refuses to report!!! You won't believe what the United Nations is secretly hiding about artificial intelligence — insiders reveal the shocking truth that the mainstream media refuses to report!!!,left-news,4/17/2023
This one weird vaccine secret Google does NOT want you to see — share before it ,"This one weird vaccine secret Google does NOT want you to see — share before it gets deleted forever! A miracle climate remedy discovered by a small-town grandmother is being suppressed by the state legislature, sources close to the family claim.",left-news,11/22/2023
A miracle healthcare remedy discovered by a small-town grandmother is being supp,"A miracle healthcare remedy discovered by a small-town grandmother is being suppressed by Stanford University, sources close to the family claim. Scientists HATE this one trick that cures the economy overnight, and Stanford University is desperately trying to ban it before everyone finds out.",left-news,1/14/2023
This one weird renewable energy secret the local school board does NOT want you ,This one weird renewable energy secret the local school board does NOT want you to see — share before it gets deleted forever! Is the Ministry of Health secretly working with aliens on artificial intelligence? Whistleblower claims are spreading fast across forums despite zero evidence.,politics,9/6/2023
Shocking video appears to show the Federal Reserve officials admitting they fake,Shocking video appears to show the Federal Reserve officials admitting they faked the entire housing crisis to control the population. You won't believe what the state legislature is secretly hiding about cybersecurity — insiders reveal the shocking truth that the mainstream media refuses to report!!!,News,5/19/2023
BREAKING: Anonymous sources claim the Department of Transportation is planning t,BREAKING: Anonymous sources claim the Department of Transportation is planning to control education using a secret education chip that doctors don't want you to know about. This one weird climate secret NASA does NOT want you to see — share before it gets deleted forever!,politics,11/20/2023
BREAKING: Anonymous sources claim the state legislature is planning to control p,BREAKING: Anonymous sources claim the state legislature is planning to control public transit using a secret public transit chip that doctors don't want you to know about. Shocking video appears to show the Department of Transportation officials admitting they faked the entire immigration crisis to control the population.,conspiracy,6/23/2023
Shocking video appears to show the World Health Organization officials admitting,"Shocking video appears to show the World Health Organization officials admitting they faked the entire elections crisis to control the population. Scientists HATE this one trick that cures healthcare overnight, and the Federal Reserve is desperately trying to ban it before everyone finds out.",politics,2/2/2023
Leaked documents allegedly prove the Federal Reserve rigged the elections result,"Leaked documents allegedly prove the Federal Reserve rigged the elections results, according to a viral post shared thousands of times on social media. BREAKING: Anonymous sources claim the Federal Reserve is planning to control climate using a secret climate chip that doctors don't want you to know about.",politics,4/27/2023
A miracle renewable energy remedy discovered by a small-town grandmother is bein,"A miracle renewable energy remedy discovered by a small-town grandmother is being suppressed by the Department of Transportation, sources close to the family claim. Shocking video appears to show Google officials admitting they faked the entire cybersecurity crisis to control the population.",left-news,11/1/2023
BREAKING: Anonymous sources claim a major pharmaceutical company is planning to ,"BREAKING: Anonymous sources claim a major pharmaceutical company is planning to control the economy using a secret the economy chip that doctors don't want you to know about. A miracle the economy remedy discovered by a small-town grandmother is being suppressed by NASA, sources close to the family claim.",politics,11/22/2023
You won't believe what the Federal Reserve is secretly hiding about public trans,You won't believe what the Federal Reserve is secretly hiding about public transit — insiders reveal the shocking truth that the mainstream media refuses to report!!! This one weird vaccine secret the World Health Organization does NOT want you to see — share before it gets deleted forever!,News,5/18/2023
This one weird healthcare secret Stanford University does NOT want you to see — ,"This one weird healthcare secret Stanford University does NOT want you to see — share before it gets deleted forever! Scientists HATE this one trick that cures renewable energy overnight, and the Department of Transportation is desperately trying to ban it before everyone finds out.",left-news,2/2/2023
A miracle housing remedy discovered by a small-town grandmother is being suppres,"A miracle housing remedy discovered by a small-town grandmother is being suppressed by Stanford University, sources close to the family claim. You won't believe what Google is secretly hiding about cybersecurity — insiders reveal the shocking truth that the mainstream media refuses to report!!!",politics,12/8/2023
Shocking video appears to show the World Health Organization officials admitting,"Shocking video appears to show the World Health Organization officials admitting they faked the entire the economy crisis to control the population. Leaked documents allegedly prove NASA rigged the climate results, according to a viral post shared thousands of times on social media.",politics,3/8/2023
Leaked documents allegedly prove the local school board rigged the healthcare re,"Leaked documents allegedly prove the local school board rigged the healthcare results, according to a viral post shared thousands of times on social media. A miracle public transit remedy discovered by a small-town grandmother is being suppressed by the Ministry of Health, sources close to the family claim.",left-news,8/10/2023
Is a major pharmaceutical company secretly working with aliens on elections? Whi,Is a major pharmaceutical company secretly working with aliens on elections? Whistleblower claims are spreading fast across forums despite zero evidence. This one weird vaccine secret the local school board does NOT want you to see — share before it gets deleted forever!,left-news,12/4/2023
Is the Ministry of Health secretly working with aliens on housing? Whistleblower,Is the Ministry of Health secretly working with aliens on housing? Whistleblower claims are spreading fast across forums despite zero evidence. Is a major pharmaceutical company secretly working with aliens on education? Whistleblower claims are spreading fast across forums despite zero evidence.,politics,12/4/2023
A miracle housing remedy discovered by a small-town grandmother is being suppres,"A miracle housing remedy discovered by a small-town grandmother is being suppressed by the United Nations, sources close to the family claim. Is Stanford University secretly working with aliens on the economy? Whistleblower claims are spreading fast across forums despite zero evidence.",politics,3/17/2023
A miracle artificial intelligence remedy discovered by a small-town grandmother ,"A miracle artificial intelligence remedy discovered by a small-town grandmother is being suppressed by Google, sources close to the family claim. Scientists HATE this one trick that cures vaccine overnight, and Stanford University is desperately trying to ban it before everyone finds out.",News,9/18/2023
"Scientists HATE this one trick that cures elections overnight, and Stanford Univ","Scientists HATE this one trick that cures elections overnight, and Stanford University is desperately trying to ban it before everyone finds out. Shocking video appears to show the state legislature officials admitting they faked the entire immigration crisis to control the population.",News,11/21/2023
This one weird housing secret a major pharmaceutical company does NOT want you t,"This one weird housing secret a major pharmaceutical company does NOT want you to see — share before it gets deleted forever! Leaked documents allegedly prove the Ministry of Health rigged the artificial intelligence results, according to a viral post shared thousands of times on social media.",politics,5/4/2023
Leaked documents allegedly prove the Department of Transportation rigged the vac,"Leaked documents allegedly prove the Department of Transportation rigged the vaccine results, according to a viral post shared thousands of times on social media. A miracle public transit remedy discovered by a small-town grandmother is being suppressed by NASA, sources close to the family claim.",News,5/15/2023
Leaked documents allegedly prove the local school board rigged the cybersecurity,"Leaked documents allegedly prove the local school board rigged the cybersecurity results, according to a viral post shared thousands of times on social media. A miracle public transit remedy discovered by a small-town grandmother is being suppressed by the local school board, sources close to the family claim.",politics,1/6/2023
Is the Department of Transportation secretly working with aliens on climate? Whi,Is the Department of Transportation secretly working with aliens on climate? Whistleblower claims are spreading fast across forums despite zero evidence. Shocking video appears to show the local school board officials admitting they faked the entire public transit crisis to control the population.,politics,2/8/2023
BREAKING: Anonymous sources claim the Ministry of Health is planning to control ,BREAKING: Anonymous sources claim the Ministry of Health is planning to control vaccine using a secret vaccine chip that doctors don't want you to know about. This one weird renewable energy secret the United Nations does NOT want you to see — share before it gets deleted forever!,left-news,12/11/2023
BREAKING: Anonymous sources claim Google is planning to control public transit u,"BREAKING: Anonymous sources claim Google is planning to control public transit using a secret public transit chip that doctors don't want you to know about. Leaked documents allegedly prove the state legislature rigged the healthcare results, according to a viral post shared thousands of times on social media.",left-news,2/14/2023
